ID_MUNICIPI,CITY,POSTAL,PROVINCE
1,Aiguamúrcia,430017,Tarragona
2,Alcover,430056,Tarragona
3,Alió,430108,Tarragona
4,Bràfim,430347,Tarragona
5,Cabra del Camp,430363,Tarragona
6,El Milà,430831,Tarragona
7,El Pla de Santa Maria,431080,Tarragona
8,El Pont d'Armentera,431135,Tarragona
9,El Rourell,431346,Tarragona
10,Els Garidells,430666,Tarragona
11,Figuerola del Camp,430593,Tarragona
12,La Masó,430803,Tarragona
13,La Riba,431248,Tarragona
14,Montferri,430897,Tarragona
15,Mont-ral,430918,Tarragona
16,Nulles,430982,Tarragona
17,Picamoixons,431613,Tarragona
18,Puigpelat,431191,Tarragona
19,Querol,431205,Tarragona
20,Rodonyà,431325,Tarragona
21,Vallmoll,431606,Tarragona
22,Valls,431613,Tarragona
23,Vilabella,431652,Tarragona
24,Vila-rodona,431704,Tarragona
25,Alforja,430094,Tarragona
26,Almoster,430115,Tarragona
27,Botarell,430332,Tarragona
28,Cambrils,430385,Tarragona
29,Capafonts,430398,Tarragona
30,Castellvell del Camp,430424,Tarragona
31,Colldejou,430458,Tarragona
32,Duesaigües,430537,Tarragona
33,La Febró,430574,Tarragona
34,La Selva del Camp,431457,Tarragona
35,L'Albiol,430038,Tarragona
36,L'Aleixar,430075,Tarragona
37,Arbolí,430154,Tarragona
38,L'Argentera,430173,Tarragona
39,Les Borges del Camp,430311,Tarragona
40,Maspujols,430810,Tarragona
41,Montbrió del Camp,430884,Tarragona
42,Mont-roig del Camp,430923,Tarragona
43,Prades,431166,Tarragona
44,Pratdip,431188,Tarragona
45,Reus,431233,Tarragona
46,Riudecanyes,431270,Tarragona
47,Riudecols,431286,Tarragona
48,Riudoms,431299,Tarragona
49,Vandellòs i l'Hospitalet de l'Infant,431628,Tarragona
50,Vilanova d'Escornalbou,431671,Tarragona
51,Vilaplana,431690,Tarragona
52,Vinyols i els Arcs,431785,Tarragona
53,Aldover,430069,Tarragona
54,Alfara de Carles,430081,Tarragona
55,Benifallet,430252,Tarragona
56,Camarles,439039,Tarragona
57,Deltebre,439018,Tarragona
58,El Perelló,431042,Tarragona
59,Jesús,431554,Tarragona
60,L'Aldea,439044,Tarragona
61,L'Ametlla de Mar,430136,Tarragona
62,L'Ampolla,439060,Tarragona
63,Paüls,431021,Tarragona
64,Roquetes,431331,Tarragona
65,Tivenys,431495,Tarragona
66,Tortosa,431554,Tarragona
67,Xerta,430521,Tarragona
68,Albinyana,430022,Tarragona
69,Banyeres del Penedès,430206,Tarragona
70,Bellvei,430249,Tarragona
71,Bonastre,430304,Tarragona
72,Calafell,430379,Tarragona
73,Cunit,430516,Tarragona
74,El Montmell,430901,Tarragona
75,El Vendrell,431634,Tarragona
76,La Bisbal del Penedès,430287,Tarragona
77,L'Arboç,430167,Tarragona
78,Llorenç del Penedès,430748,Tarragona
79,Masllorenç,430799,Tarragona
80,Sant Jaume dels Domenys,431378,Tarragona
81,Santa Oliva,431401,Tarragona
82,Barberà de la Conca,430213,Tarragona
83,Blancafort,430290,Tarragona
84,Conesa,430461,Tarragona
85,Forès,430614,Tarragona
86,Les Piles,431055,Tarragona
87,L'Espluga de Francolí,430542,Tarragona
88,Llorac,430733,Tarragona
89,Montblanc,430862,Tarragona
90,Passanant i Belltall,431016,Tarragona
91,Pira,431074,Tarragona
92,Pontils,431418,Tarragona
93,Rocafort de Queralt,431303,Tarragona
94,Santa Coloma de Queralt,431397,Tarragona
95,Sarral,431423,Tarragona
96,Savallà del Comtat,431439,Tarragona
97,Senan,431460,Tarragona
98,Solivella,431476,Tarragona
99,Vallclara,431589,Tarragona
100,Vallfogona de Riucorb,431592,Tarragona
101,Vilanova de Prades,431687,Tarragona
102,Vilaverd,431726,Tarragona
103,Vimbodí,431763,Tarragona
104,Alcanar,430043,Tarragona
105,Amposta,430141,Tarragona
106,Els Muntells,439023,Tarragona
107,Freginals,430629,Tarragona
108,Godall,430688,Tarragona
109,La Galera,430635,Tarragona
110,La Sénia,430445,Tarragona
111,Mas de Barberans,430770,Tarragona
112,Masdenverge,430786,Tarragona
113,La Ràpita,431362,Tarragona
114,Sant Jaume d'Enveja,439023,Tarragona
115,Santa Bàrbara,431384,Tarragona
116,Ulldecona,431567,Tarragona
117,Bellmunt del Priorat,430234,Tarragona
118,Cabacés,430350,Tarragona
119,Capçanes,430402,Tarragona
120,Cornudella de Montsant,430496,Tarragona
121,El Lloar,430727,Tarragona
122,El Masroig,430825,Tarragona
123,El Molar,430859,Tarragona
124,Els Guiamets,430705,Tarragona
125,Falset,430555,Tarragona
126,Gratallops,430691,Tarragona
127,La Bisbal de Falset,430271,Tarragona
128,La Figuera,430580,Tarragona
129,La Morera de Montsant,430960,Tarragona
130,La Torre de Fontaubella,431515,Tarragona
131,La Vilella Alta,431732,Tarragona
132,La Vilella Baixa,431747,Tarragona
133,Margalef,430751,Tarragona
134,Marçà,430764,Tarragona
135,Poboleda,431129,Tarragona
136,Porrera,431140,Tarragona
137,Pradell de la Teixeta,431153,Tarragona
138,Torroja del Priorat,431541,Tarragona
139,Ulldemolins,431573,Tarragona
140,Ascó,430192,Tarragona
141,Benissanet,430265,Tarragona
142,Flix,430607,Tarragona
143,Garcia,430653,Tarragona
144,Ginestar,430672,Tarragona
145,La Palma d'Ebre,430995,Tarragona
146,La Torre de l'Espanyol,431520,Tarragona
147,Miravet,430846,Tarragona
148,Móra d'Ebre,430939,Tarragona
149,Móra la Nova,430944,Tarragona
150,Rasquera,431212,Tarragona
151,Riba-roja d'Ebre,431251,Tarragona
152,Tivissa,431508,Tarragona
153,Vinebre,431779,Tarragona
154,Altafulla,430120,Tarragona
155,Constantí,430477,Tarragona
156,Creixell,430509,Tarragona
157,El Catllar,430430,Tarragona
158,El Morell,430957,Tarragona
159,Els Pallaresos,431009,Tarragona
160,La Canonja,439076,Tarragona
161,La Nou de Gaià,430976,Tarragona
162,La Pobla de Mafumet,431093,Tarragona
163,La Pobla de Montornès,431114,Tarragona
164,La Riera de Gaià,431264,Tarragona
165,La Secuita,431444,Tarragona
166,Perafort,431037,Tarragona
167,Renau,431227,Tarragona
168,Roda de Berà,431310,Tarragona
169,Salomó,431359,Tarragona
170,Salou,439057,Tarragona
171,Tarragona,431482,Tarragona
172,Torredembarra,431536,Tarragona
173,Vespella de Gaià,431649,Tarragona
174,Vilallonga del Camp,431665,Tarragona
175,Vila-seca,431711,Tarragona
176,Arnes,430189,Tarragona
177,Batea,430228,Tarragona
178,Bot,430326,Tarragona
179,Caseres,430419,Tarragona
180,Corbera d'Ebre,430483,Tarragona
181,El Pinell de Brai,431068,Tarragona
182,Gandesa,430640,Tarragona
183,Horta de Sant Joan,430712,Tarragona
184,La Fatarella,430568,Tarragona
185,La Pobla de Massaluca,431107,Tarragona
186,Prat de Comte,431172,Tarragona
187,Vilalba dels Arcs,431750,Tarragona
188,Campredó,431554,Tarragona
189,Bítem,431554,Tarragona
200,Alegría-Dulantzi,010014,Álava
201,Amurrio,010029,Álava
202,Añana,010493,Álava
203,Aramaio,010035,Álava
204,Armiñón,010066,Álava
205,Arraia-Maeztu,010376,Álava
206,Arrazua-Ubarrundia,010088,Álava
207,Artziniega,010040,Álava
208,Asparrena,010091,Álava
209,Ayala/Aiara,010105,Álava
210,Baños de Ebro/Mañueta,010112,Álava
211,Barrundia,010133,Álava
212,Berantevilla,010148,Álava
213,Bernedo,010164,Álava
214,Campezo/Kanpezu,010170,Álava
215,Elburgo/Burgelu,010210,Álava
216,Elciego,010225,Álava
217,Elvillar/Bilar,010231,Álava
218,Erriberagoitia/Ribera Alta,010468,Álava
219,Harana/Valle de Arana,010565,Álava
220,Iruña Oka/Iruña de Oca,019015,Álava
221,Iruraiz-Gauna,010278,Álava
222,Kripan,010199,Álava
223,Kuartango,010203,Álava
224,Labastida/Bastida,010284,Álava
225,Lagrán,010301,Álava
226,Laguardia,010318,Álava
227,Lanciego/Lantziego,010323,Álava
228,Lantarón,019020,Álava
229,Lapuebla de Labarca,010339,Álava
230,Laudio/Llodio,010360,Álava
231,Legutiano,010587,Álava
232,Leza,010344,Álava
233,Moreda de Álava,010395,Álava
234,Navaridas,010416,Álava
235,Okondo,010421,Álava
236,Oyón-Oion,010437,Álava
237,Peñacerrada-Urizaharra,010442,Álava
238,Ribera Baja/Erribera Beitia,010474,Álava
239,Salvatierra/Agurain,010513,Álava
240,Samaniego,010528,Álava
241,San Millán/Donemiliaga,010534,Álava
242,Urkabustaiz,010549,Álava
243,Valdegovía/Gaubea,010552,Álava
244,Villabuena de Álava/Eskuernaga,010571,Álava
245,Vitoria-Gasteiz,010590,Álava
246,Yécora/Iekora,010604,Álava
247,Zalduondo,010611,Álava
248,Zambrana,010626,Álava
249,Zigoitia,010186,Álava
250,Zuia,010632,Álava
251,Abengibre,020019,Albacete
252,Alatoz,020024,Albacete
253,Albacete,020030,Albacete
254,Albatana,020045,Albacete
255,Alborea,020058,Albacete
256,Alcadozo,020061,Albacete
257,Alcalá del Júcar,020077,Albacete
258,Alcaraz,020083,Albacete
259,Almansa,020096,Albacete
260,Alpera,020100,Albacete
261,Ayna,020117,Albacete
262,Balazote,020122,Albacete
263,Ballestero (El),020143,Albacete
264,Balsa de Ves,020138,Albacete
265,Barrax,020156,Albacete
266,Bienservida,020169,Albacete
267,Bogarra,020175,Albacete
268,Bonete,020181,Albacete
269,Bonillo (El),020194,Albacete
270,Carcelén,020208,Albacete
271,Casas de Juan Núñez,020215,Albacete
272,Casas de Lázaro,020220,Albacete
273,Casas de Ves,020236,Albacete
274,Casas-Ibáñez,020241,Albacete
275,Caudete,020254,Albacete
276,Cenizate,020267,Albacete
277,Chinchilla de Monte-Aragón,020292,Albacete
278,Corral-Rubio,020273,Albacete
279,Cotillas,020289,Albacete
280,Elche de la Sierra,020306,Albacete
281,Férez,020313,Albacete
282,Fuensanta,020328,Albacete
283,Fuente-Álamo,020334,Albacete
284,Fuentealbilla,020349,Albacete
285,Gineta (La),020352,Albacete
286,Golosalvo,020365,Albacete
287,Hellín,020371,Albacete
288,Herrera (La),020387,Albacete
289,Higueruela,020390,Albacete
290,Hoya-Gonzalo,020404,Albacete
291,Jorquera,020411,Albacete
292,Letur,020426,Albacete
293,Lezuza,020432,Albacete
294,Liétor,020447,Albacete
295,Madrigueras,020450,Albacete
296,Mahora,020463,Albacete
297,Masegoso,020479,Albacete
298,Minaya,020485,Albacete
299,Molinicos,020498,Albacete
300,Montalvos,020501,Albacete
301,Montealegre del Castillo,020518,Albacete
302,Motilleja,020523,Albacete
303,Munera,020539,Albacete
304,Navas de Jorquera,020544,Albacete
305,Nerpio,020557,Albacete
306,Ontur,020560,Albacete
307,Ossa de Montiel,020576,Albacete
308,Paterna del Madera,020582,Albacete
309,Peñas de San Pedro,020609,Albacete
310,Peñascosa,020595,Albacete
311,Pétrola,020616,Albacete
312,Povedilla,020621,Albacete
313,Pozo Cañada,029010,Albacete
314,Pozohondo,020637,Albacete
315,Pozo-Lorente,020642,Albacete
316,Pozuelo,020655,Albacete
317,Recueja (La),020668,Albacete
318,Riópar,020674,Albacete
319,Robledo,020680,Albacete
320,Roda (La),020693,Albacete
321,Salobre,020707,Albacete
322,San Pedro,020714,Albacete
323,Socovos,020729,Albacete
324,Tarazona de la Mancha,020735,Albacete
325,Tobarra,020740,Albacete
326,Valdeganga,020753,Albacete
327,Vianos,020766,Albacete
328,Villa de Ves,020772,Albacete
329,Villalgordo del Júcar,020788,Albacete
330,Villamalea,020791,Albacete
331,Villapalacios,020805,Albacete
332,Villarrobledo,020812,Albacete
333,Villatoya,020827,Albacete
334,Villavaliente,020833,Albacete
335,Villaverde de Guadalimar,020848,Albacete
336,Viveros,020851,Albacete
337,Yeste,020864,Albacete
338,Adsubia,030015,Alicante/Alacant
339,Agost,030020,Alicante/Alacant
340,Agres,030036,Alicante/Alacant
341,Aigües,030041,Alicante/Alacant
342,Albatera,030054,Alicante/Alacant
343,Alcalalí,030067,Alicante/Alacant
344,Alcocer de Planes,030073,Alicante/Alacant
345,Alcoleja,030089,Alicante/Alacant
346,Alcoy/Alcoi,030092,Alicante/Alacant
347,Alfafara,030106,Alicante/Alacant
348,Alfàs del Pi (l'),030113,Alicante/Alacant
349,Algorfa,030128,Alicante/Alacant
350,Algueña,030134,Alicante/Alacant
351,Alicante/Alacant,030149,Alicante/Alacant
352,Almoradí,030152,Alicante/Alacant
353,Almudaina,030165,Alicante/Alacant
354,Alqueria d'Asnar (l'),030171,Alicante/Alacant
355,Altea,030187,Alicante/Alacant
356,Aspe,030190,Alicante/Alacant
357,Balones,030204,Alicante/Alacant
358,Banyeres de Mariola,030211,Alicante/Alacant
359,Benasau,030226,Alicante/Alacant
360,Beneixama,030232,Alicante/Alacant
361,Benejúzar,030247,Alicante/Alacant
362,Benferri,030250,Alicante/Alacant
363,Beniarbeig,030263,Alicante/Alacant
364,Beniardá,030279,Alicante/Alacant
365,Beniarrés,030285,Alicante/Alacant
366,Benidoleig,030302,Alicante/Alacant
367,Benidorm,030319,Alicante/Alacant
368,Benifallim,030324,Alicante/Alacant
369,Benifato,030330,Alicante/Alacant
370,Benigembla,030298,Alicante/Alacant
371,Benijófar,030345,Alicante/Alacant
372,Benilloba,030358,Alicante/Alacant
373,Benillup,030361,Alicante/Alacant
374,Benimantell,030377,Alicante/Alacant
375,Benimarfull,030383,Alicante/Alacant
376,Benimassot,030396,Alicante/Alacant
377,Benimeli,030400,Alicante/Alacant
378,Benissa,030417,Alicante/Alacant
379,Benitachell/Poble Nou de Benitatxell (el),030422,Alicante/Alacant
380,Biar,030438,Alicante/Alacant
381,Bigastro,030443,Alicante/Alacant
382,Bolulla,030456,Alicante/Alacant
383,Busot,030469,Alicante/Alacant
384,Callosa de Segura,030494,Alicante/Alacant
385,Callosa d'En Sarrià,030481,Alicante/Alacant
386,Calpe/Calp,030475,Alicante/Alacant
387,Campello (el),030507,Alicante/Alacant
388,Campo de Mirra/Camp de Mirra (el),030514,Alicante/Alacant
389,Cañada,030529,Alicante/Alacant
390,Castalla,030535,Alicante/Alacant
391,Castell de Castells,030540,Alicante/Alacant
392,Castell de Guadalest (el),030759,Alicante/Alacant
393,Catral,030553,Alicante/Alacant
394,Cocentaina,030566,Alicante/Alacant
395,Confrides,030572,Alicante/Alacant
396,Cox,030588,Alicante/Alacant
397,Crevillent,030591,Alicante/Alacant
398,Daya Nueva,030612,Alicante/Alacant
399,Daya Vieja,030627,Alicante/Alacant
400,Dénia,030633,Alicante/Alacant
401,Dolores,030648,Alicante/Alacant
402,Elche/Elx,030651,Alicante/Alacant
403,Elda,030664,Alicante/Alacant
404,Facheca,030670,Alicante/Alacant
405,Famorca,030686,Alicante/Alacant
406,Finestrat,030699,Alicante/Alacant
407,Fondó de les Neus (el)/Hondón de las Nieves,030778,Alicante/Alacant
408,Formentera del Segura,030703,Alicante/Alacant
409,Gaianes,030725,Alicante/Alacant
410,Gata de Gorgos,030710,Alicante/Alacant
411,Gorga,030731,Alicante/Alacant
412,Granja de Rocamora,030746,Alicante/Alacant
413,Guardamar del Segura,030762,Alicante/Alacant
414,Hondón de los Frailes,030784,Alicante/Alacant
415,Ibi,030797,Alicante/Alacant
416,Jacarilla,030801,Alicante/Alacant
417,Jávea/Xàbia,030823,Alicante/Alacant
418,Jijona/Xixona,030839,Alicante/Alacant
419,Llíber,030857,Alicante/Alacant
420,Lorcha/Orxa (l'),030844,Alicante/Alacant
421,Millena,030860,Alicante/Alacant
422,Monforte del Cid,030882,Alicante/Alacant
423,Monóvar/Monòver,030895,Alicante/Alacant
424,Montesinos (Los),039037,Alicante/Alacant
425,Murla,030916,Alicante/Alacant
426,Muro de Alcoy,030921,Alicante/Alacant
427,Mutxamel,030909,Alicante/Alacant
428,Novelda,030937,Alicante/Alacant
429,Nucia (la),030942,Alicante/Alacant
430,Ondara,030955,Alicante/Alacant
431,Onil,030968,Alicante/Alacant
432,Orba,030974,Alicante/Alacant
433,Orihuela,030993,Alicante/Alacant
434,Orxeta,030980,Alicante/Alacant
435,Parcent,031007,Alicante/Alacant
436,Pedreguer,031014,Alicante/Alacant
437,Pego,031029,Alicante/Alacant
438,Penàguila,031035,Alicante/Alacant
439,Petrer,031040,Alicante/Alacant
440,Pilar de la Horadada,039021,Alicante/Alacant
441,Pinós (el)/Pinoso,031053,Alicante/Alacant
442,Planes,031066,Alicante/Alacant
443,Poblets (els),039016,Alicante/Alacant
444,Polop,031072,Alicante/Alacant
445,Quatretondeta,030605,Alicante/Alacant
446,Rafal,031091,Alicante/Alacant
447,Ràfol d'Almúnia (El),031105,Alicante/Alacant
448,Redován,031112,Alicante/Alacant
449,Relleu,031127,Alicante/Alacant
450,Rojales,031133,Alicante/Alacant
451,Romana (la),031148,Alicante/Alacant
452,Sagra,031151,Alicante/Alacant
453,Salinas,031164,Alicante/Alacant
454,San Fulgencio,031186,Alicante/Alacant
455,San Isidro,039042,Alicante/Alacant
456,San Miguel de Salinas,031203,Alicante/Alacant
457,San Vicente del Raspeig/Sant Vicent del Raspeig,031225,Alicante/Alacant
458,Sanet y Negrals,031170,Alicante/Alacant
459,Sant Joan d'Alacant,031199,Alicante/Alacant
460,Santa Pola,031210,Alicante/Alacant
461,Sax,031231,Alicante/Alacant
462,Sella,031246,Alicante/Alacant
463,Senija,031259,Alicante/Alacant
464,Tàrbena,031278,Alicante/Alacant
465,Teulada,031284,Alicante/Alacant
466,Tibi,031297,Alicante/Alacant
467,Tollos,031301,Alicante/Alacant
468,Tormos,031318,Alicante/Alacant
469,Torremanzanas/Torre de les Maçanes (la),031323,Alicante/Alacant
470,Torrevieja,031339,Alicante/Alacant
471,Vall d'Alcalà (la),031344,Alicante/Alacant
472,Vall de Gallinera,031360,Alicante/Alacant
473,Vall de Laguar (la),031376,Alicante/Alacant
474,Vall d'Ebo (la),031357,Alicante/Alacant
475,Verger (el),031382,Alicante/Alacant
476,Villajoyosa/Vila Joiosa (la),031395,Alicante/Alacant
477,Villena,031409,Alicante/Alacant
478,Xaló,030818,Alicante/Alacant
479,Abla,040010,Almería
480,Abrucena,040025,Almería
481,Adra,040031,Almería
482,Albánchez,040046,Almería
483,Alboloduy,040059,Almería
484,Albox,040062,Almería
485,Alcolea,040078,Almería
486,Alcóntar,040084,Almería
487,Alcudia de Monteagud,040097,Almería
488,Alhabia,040101,Almería
489,Alhama de Almería,040118,Almería
490,Alicún,040123,Almería
491,Almería,040139,Almería
492,Almócita,040144,Almería
493,Alsodux,040157,Almería
494,Antas,040160,Almería
495,Arboleas,040176,Almería
496,Armuña de Almanzora,040182,Almería
497,Bacares,040195,Almería
498,Bayárcal,040209,Almería
499,Bayarque,040216,Almería
500,Bédar,040221,Almería
501,Beires,040237,Almería
502,Benahadux,040242,Almería
503,Benitagla,040268,Almería
504,Benizalón,040274,Almería
505,Bentarique,040280,Almería
506,Berja,040293,Almería
507,Canjáyar,040307,Almería
508,Cantoria,040314,Almería
509,Carboneras,040329,Almería
510,Castro de Filabres,040335,Almería
511,Chercos,040366,Almería
512,Chirivel,040372,Almería
513,Cóbdar,040340,Almería
514,Cuevas del Almanzora,040353,Almería
515,Dalías,040388,Almería
516,Ejido (El),049026,Almería
517,Enix,040412,Almería
518,Felix,040433,Almería
519,Fines,040448,Almería
520,Fiñana,040451,Almería
521,Fondón,040464,Almería
522,Gádor,040470,Almería
523,Gallardos (Los),040486,Almería
524,Garrucha,040499,Almería
525,Gérgal,040502,Almería
526,Huécija,040519,Almería
527,Huércal de Almería,040524,Almería
528,Huércal-Overa,040530,Almería
529,Illar,040545,Almería
530,Instinción,040558,Almería
531,Laroya,040561,Almería
532,Láujar de Andarax,040577,Almería
533,Líjar,040583,Almería
534,Lubrín,040596,Almería
535,Lucainena de las Torres,040600,Almería
536,Lúcar,040617,Almería
537,Macael,040622,Almería
538,María,040638,Almería
539,Mojácar,040643,Almería
540,Mojonera (La),049032,Almería
541,Nacimiento,040656,Almería
542,Níjar,040669,Almería
543,Ohanes,040675,Almería
544,Olula de Castro,040681,Almería
545,Olula del Río,040694,Almería
546,Oria,040708,Almería
547,Padules,040715,Almería
548,Partaloa,040720,Almería
549,Paterna del Río,040736,Almería
550,Pechina,040741,Almería
551,Pulpí,040754,Almería
552,Purchena,040767,Almería
553,Rágol,040773,Almería
554,Rioja,040789,Almería
555,Roquetas de Mar,040792,Almería
556,Santa Cruz de Marchena,040806,Almería
557,Santa Fe de Mondújar,040813,Almería
558,Senés,040828,Almería
559,Serón,040834,Almería
560,Sierro,040849,Almería
561,Somontín,040852,Almería
562,Sorbas,040865,Almería
563,Suflí,040871,Almería
564,Tabernas,040887,Almería
565,Taberno,040890,Almería
566,Tahal,040904,Almería
567,Terque,040911,Almería
568,Tíjola,040926,Almería
569,Tres Villas (Las),049011,Almería
570,Turre,040932,Almería
571,Turrillas,040947,Almería
572,Uleila del Campo,040950,Almería
573,Urrácal,040963,Almería
574,Velefique,040979,Almería
575,Vélez-Blanco,040985,Almería
576,Vélez-Rubio,040998,Almería
577,Vera,041002,Almería
578,Viator,041019,Almería
579,Vícar,041024,Almería
580,Zurgena,041030,Almería
581,Adanero,050013,Ávila
582,Adrada (La),050028,Ávila
583,Albornos,050052,Ávila
584,Aldeanueva de Santa Cruz,050071,Ávila
585,Aldeaseca,050087,Ávila
586,Aldehuela (La),050104,Ávila
587,Amavida,050126,Ávila
588,Arenal (El),050132,Ávila
589,Arenas de San Pedro,050147,Ávila
590,Arevalillo,050150,Ávila
591,Arévalo,050163,Ávila
592,Aveinte,050179,Ávila
593,Avellaneda,050185,Ávila
594,Ávila,050198,Ávila
595,Barco de Ávila (El),050219,Ávila
596,Barraco (El),050224,Ávila
597,Barromán,050230,Ávila
598,Becedas,050245,Ávila
599,Becedillas,050258,Ávila
600,Bercial de Zapardiel,050261,Ávila
601,Berlanas (Las),050277,Ávila
602,Bernuy-Zapardiel,050296,Ávila
603,Berrocalejo de Aragona,050300,Ávila
604,Blascomillán,050338,Ávila
605,Blasconuño de Matacabras,050343,Ávila
606,Blascosancho,050356,Ávila
607,Bohodón (El),050369,Ávila
608,Bohoyo,050375,Ávila
609,Bonilla de la Sierra,050381,Ávila
610,Brabos,050394,Ávila
611,Bularros,050408,Ávila
612,Burgohondo,050415,Ávila
613,Cabezas de Alambre,050420,Ávila
614,Cabezas del Pozo,050436,Ávila
615,Cabezas del Villar,050441,Ávila
616,Cabizuela,050454,Ávila
617,Canales,050467,Ávila
618,Candeleda,050473,Ávila
619,Cantiveros,050489,Ávila
620,Cardeñosa,050492,Ávila
621,Carrera (La),050512,Ávila
622,Casas del Puerto,050527,Ávila
623,Casasola,050533,Ávila
624,Casavieja,050548,Ávila
625,Casillas,050551,Ávila
626,Castellanos de Zapardiel,050564,Ávila
627,Cebreros,050570,Ávila
628,Cepeda la Mora,050586,Ávila
629,Chamartín,050678,Ávila
630,Cillán,050599,Ávila
631,Cisla,050603,Ávila
632,Colilla (La),050610,Ávila
633,Collado de Contreras,050625,Ávila
634,Collado del Mirón,050631,Ávila
635,Constanzana,050646,Ávila
636,Crespos,050659,Ávila
637,Cuevas del Valle,050662,Ávila
638,Diego del Carpio,059035,Ávila
639,Donjimeno,050697,Ávila
640,Donvidas,050701,Ávila
641,Espinosa de los Caballeros,050723,Ávila
642,Flores de Ávila,050739,Ávila
643,Fontiveros,050744,Ávila
644,Fresnedilla,050757,Ávila
645,Fresno (El),050760,Ávila
646,Fuente el Saúz,050776,Ávila
647,Fuentes de Año,050782,Ávila
648,Gallegos de Altamiros,050795,Ávila
649,Gallegos de Sobrinos,050809,Ávila
650,Garganta del Villar,050816,Ávila
651,Gavilanes,050821,Ávila
652,Gemuño,050837,Ávila
653,Gil García,050855,Ávila
654,Gilbuena,050842,Ávila
655,Gimialcón,050868,Ávila
656,Gotarrendura,050874,Ávila
657,Grandes y San Martín,050880,Ávila
658,Guisando,050893,Ávila
659,Gutierre-Muñoz,050907,Ávila
660,Hernansancho,050929,Ávila
661,Herradón de Pinares,050935,Ávila
662,Herreros de Suso,050940,Ávila
663,Higuera de las Dueñas,050953,Ávila
664,Hija de Dios (La),050966,Ávila
665,Horcajada (La),050972,Ávila
666,Horcajo de las Torres,050991,Ávila
667,Hornillo (El),051005,Ávila
668,Hoyo de Pinares (El),051027,Ávila
669,Hoyocasero,051012,Ávila
670,Hoyorredondo,051033,Ávila
671,Hoyos de Miguel Muñoz,051064,Ávila
672,Hoyos del Collado,051048,Ávila
673,Hoyos del Espino,051051,Ávila
674,Hurtumpascual,051070,Ávila
675,Junciana,051086,Ávila
676,Langa,051099,Ávila
677,Lanzahíta,051103,Ávila
678,Llanos de Tormes (Los),051131,Ávila
679,Losar del Barco (El),051125,Ávila
680,Madrigal de las Altas Torres,051146,Ávila
681,Maello,051159,Ávila
682,Malpartida de Corneja,051162,Ávila
683,Mamblas,051178,Ávila
684,Mancera de Arriba,051184,Ávila
685,Manjabálago,051197,Ávila
686,Marlín,051201,Ávila
687,Martiherrero,051218,Ávila
688,Martínez,051223,Ávila
689,Mediana de Voltoya,051239,Ávila
690,Medinilla,051244,Ávila
691,Mengamuñoz,051257,Ávila
692,Mesegar de Corneja,051260,Ávila
693,Mijares,051276,Ávila
694,Mingorría,051282,Ávila
695,Mirón (El),051295,Ávila
696,Mironcillo,051309,Ávila
697,Mirueña de los Infanzones,051316,Ávila
698,Mombeltrán,051321,Ávila
699,Monsalupe,051337,Ávila
700,Moraleja de Matacabras,051342,Ávila
701,Muñana,051355,Ávila
702,Muñico,051368,Ávila
703,Muñogalindo,051380,Ávila
704,Muñogrande,051393,Ávila
705,Muñomer del Peco,051407,Ávila
706,Muñopepe,051414,Ávila
707,Muñosancho,051429,Ávila
708,Muñotello,051435,Ávila
709,Narrillos del Álamo,051440,Ávila
710,Narrillos del Rebollar,051453,Ávila
711,Narros de Saldueña,051491,Ávila
712,Narros del Castillo,051472,Ávila
713,Narros del Puerto,051488,Ávila
714,Nava de Arévalo,051526,Ávila
715,Nava del Barco,051532,Ávila
716,Navacepedilla de Corneja,051511,Ávila
717,Navadijos,051547,Ávila
718,Navaescurial,051550,Ávila
719,Navahondilla,051563,Ávila
720,Navalacruz,051579,Ávila
721,Navalmoral,051585,Ávila
722,Navalonguilla,051598,Ávila
723,Navalosa,051602,Ávila
724,Navalperal de Pinares,051619,Ávila
725,Navalperal de Tormes,051624,Ávila
726,Navaluenga,051630,Ávila
727,Navaquesera,051645,Ávila
728,Navarredonda de Gredos,051658,Ávila
729,Navarredondilla,051661,Ávila
730,Navarrevisca,051677,Ávila
731,Navas del Marqués (Las),051683,Ávila
732,Navatalgordo,051696,Ávila
733,Navatejares,051700,Ávila
734,Neila de San Miguel,051717,Ávila
735,Niharra,051722,Ávila
736,Ojos-Albos,051738,Ávila
737,Orbita,051743,Ávila
738,Oso (El),051756,Ávila
739,Padiernos,051769,Ávila
740,Pajares de Adaja,051775,Ávila
741,Palacios de Goda,051781,Ávila
742,Papatrigo,051794,Ávila
743,Parral (El),051808,Ávila
744,Pascualcobo,051815,Ávila
745,Pedro Bernardo,051820,Ávila
746,Pedro-Rodríguez,051836,Ávila
747,Peguerinos,051841,Ávila
748,Peñalba de Ávila,051854,Ávila
749,Piedrahíta,051867,Ávila
750,Piedralaves,051873,Ávila
751,Poveda,051889,Ávila
752,Poyales del Hoyo,051892,Ávila
753,Pozanco,051906,Ávila
754,Pradosegar,051913,Ávila
755,Puerto Castilla,051928,Ávila
756,Rasueros,051934,Ávila
757,Riocabado,051949,Ávila
758,Riofrío,051952,Ávila
759,Rivilla de Barajas,051965,Ávila
760,Salobral,051971,Ávila
761,Salvadiós,051987,Ávila
762,San Bartolomé de Béjar,051990,Ávila
763,San Bartolomé de Corneja,052004,Ávila
